,index,Country or Area,Year,Commodity,Trade (USD),Weight (kg),Quantity
530,7573,Australia,2014,"Bovine carcasses and half carcasses, fresh or chilled",8142084.0,1968463.0,1968463.0
531,7575,Australia,2014,"Bovine cuts bone in, fresh or chilled",59695286.0,7995288.0,7995288.0
532,7577,Australia,2014,"Bovine cuts boneless, fresh or chilled",2255090903.0,309643250.0,309643250.0
533,7579,Australia,2014,"Bovine carcasses and half carcasses, frozen",2846268.0,1002467.0,1002467.0
534,7581,Australia,2014,"Bovine cuts bone in, frozen",346199314.0,103413117.0,103413117.0
535,7584,Australia,2014,"Bovine cuts boneless, frozen",4327586848.0,930897438.0,930897438.0
536,7613,Australia,2014,"Bovine edible offal, fresh or chilled",46047978.0,5450233.0,5450233.0
537,7614,Australia,2014,"Bovine tongues, frozen",45981412.0,11457117.0,11457117.0
538,7616,Australia,2014,"Bovine livers, frozen",26930345.0,25408247.0,25408247.0
539,7618,Australia,2014,"Bovine edible offal, frozen except livers and tongues",396162918.0,133230567.0,133230567.0
540,7653,Australia,2014,"Bovine meat salted, dried or smoked",3602770.0,185043.0,185043.0
541,7656,Australia,2013,"Bovine carcasses and half carcasses, fresh or chilled",13965076.0,3031164.0,3031164.0
542,7658,Australia,2013,"Bovine cuts bone in, fresh or chilled",61906802.0,9904944.0,9904944.0
543,7661,Australia,2013,"Bovine cuts boneless, fresh or chilled",1865416865.0,268713342.0,268713342.0
544,7663,Australia,2013,"Bovine carcasses and half carcasses, frozen",3064128.0,1261843.0,1261843.0
545,7665,Australia,2013,"Bovine cuts bone in, frozen",244199408.0,73782559.0,73782559.0
546,7668,Australia,2013,"Bovine cuts boneless, frozen",3319238993.0,810880936.0,810880936.0
547,7702,Australia,2013,"Bovine edible offal, fresh or chilled",45645518.0,5035526.0,5035526.0
548,7704,Australia,2013,"Bovine tongues, frozen",41588659.0,9194461.0,9194461.0
549,7707,Australia,2013,"Bovine livers, frozen",24476775.0,23260614.0,23260614.0
550,7710,Australia,2013,"Bovine edible offal, frozen except livers and tongues",338432893.0,115131098.0,115131098.0
551,7746,Australia,2013,"Bovine meat salted, dried or smoked",3672310.0,180166.0,180166.0
552,7749,Australia,2012,"Bovine carcasses and half carcasses, fresh or chilled",10731334.0,1941377.0,1941377.0
553,7750,Australia,2012,"Bovine cuts bone in, fresh or chilled",50135446.0,8494052.0,8494052.0
554,7752,Australia,2012,"Bovine cuts boneless, fresh or chilled",1899128801.0,262203088.0,262203088.0
555,7754,Australia,2012,"Bovine carcasses and half carcasses, frozen",1289897.0,337997.0,337997.0
556,7756,Australia,2012,"Bovine cuts bone in, frozen",158935288.0,55070513.0,55070513.0
557,7759,Australia,2012,"Bovine cuts boneless, frozen",2803355046.0,702262222.0,702262222.0
558,7799,Australia,2012,"Bovine edible offal, fresh or chilled",55138063.0,5279255.0,5279255.0
559,7801,Australia,2012,"Bovine tongues, frozen",42698058.0,8296174.0,8296174.0
560,7803,Australia,2012,"Bovine livers, frozen",30441104.0,23426291.0,23426291.0
561,7806,Australia,2012,"Bovine edible offal, frozen except livers and tongues",314457391.0,103687617.0,103687617.0
562,7839,Australia,2012,"Bovine meat salted, dried or smoked",3943689.0,201218.0,201218.0
563,7842,Australia,2011,"Bovine carcasses and half carcasses, fresh or chilled",1980088.0,294785.0,294785.0
564,7844,Australia,2011,"Bovine cuts bone in, fresh or chilled",74889417.0,11277467.0,11277467.0
565,7847,Australia,2011,"Bovine cuts boneless, fresh or chilled",1859266233.0,264638268.0,264638268.0
566,7850,Australia,2011,"Bovine carcasses and half carcasses, frozen",3419294.0,1066268.0,1066268.0
567,7852,Australia,2011,"Bovine cuts bone in, frozen",145857587.0,48468727.0,48468727.0
568,7855,Australia,2011,"Bovine cuts boneless, frozen",2753462607.0,706472499.0,706472499.0
569,7888,Australia,2011,"Bovine edible offal, fresh or chilled",53981886.0,5554154.0,5554154.0
570,7889,Australia,2011,"Bovine tongues, frozen",56032518.0,7838359.0,7838359.0
571,7890,Australia,2011,"Bovine livers, frozen",35402808.0,21991943.0,21991943.0
572,7892,Australia,2011,"Bovine edible offal, frozen except livers and tongues",297267118.0,102031570.0,102031570.0
573,7925,Australia,2011,"Bovine meat salted, dried or smoked",3595817.0,185957.0,185957.0
574,7929,Australia,2010,"Bovine carcasses and half carcasses, fresh or chilled",2706351.0,465941.0,465941.0
575,7931,Australia,2010,"Bovine cuts bone in, fresh or chilled",43229716.0,8165490.0,8165490.0
576,7934,Australia,2010,"Bovine cuts boneless, fresh or chilled",1657300614.0,274872872.0,274872872.0
577,7936,Australia,2010,"Bovine carcasses and half carcasses, frozen",1981037.0,756569.0,756569.0
578,7938,Australia,2010,"Bovine cuts bone in, frozen",128192931.0,49369351.0,49369351.0
579,7941,Australia,2010,"Bovine cuts boneless, frozen",2186502528.0,666622900.0,666622900.0
580,7972,Australia,2010,"Bovine edible offal, fresh or chilled",48671316.0,5595429.0,5595429.0
581,7973,Australia,2010,"Bovine tongues, frozen",40170864.0,6229186.0,6229186.0
582,7974,Australia,2010,"Bovine livers, frozen",25827675.0,20898161.0,20898161.0
583,7976,Australia,2010,"Bovine edible offal, frozen except livers and tongues",251570882.0,103433927.0,103433927.0
584,8007,Australia,2010,"Bovine meat salted, dried or smoked",2328057.0,125490.0,125490.0
585,8011,Australia,2009,"Bovine carcasses and half carcasses, fresh or chilled",2178312.0,517478.0,517478.0
586,8013,Australia,2009,"Bovine cuts bone in, fresh or chilled",23431044.0,6281700.0,6281700.0
587,8016,Australia,2009,"Bovine cuts boneless, fresh or chilled",1486070860.0,282332618.0,282332618.0
588,8019,Australia,2009,"Bovine carcasses and half carcasses, frozen",2747717.0,1093953.0,1093953.0
589,8022,Australia,2009,"Bovine cuts bone in, frozen",76089135.0,40377727.0,40377727.0
590,8025,Australia,2009,"Bovine cuts boneless, frozen",1791338730.0,666964365.0,666964365.0
591,8062,Australia,2009,"Bovine edible offal, fresh or chilled",48501580.0,6148402.0,6148402.0
592,8063,Australia,2009,"Bovine tongues, frozen",39097710.0,7681212.0,7681212.0
593,8065,Australia,2009,"Bovine livers, frozen",17540135.0,19030154.0,19030154.0
594,8068,Australia,2009,"Bovine edible offal, frozen except livers and tongues",204017352.0,99905246.0,99905246.0
595,8095,Australia,2009,"Bovine meat salted, dried or smoked",2330790.0,147111.0,147111.0
596,8098,Australia,2008,"Bovine carcasses and half carcasses, fresh or chilled",1857205.0,358166.0,358166.0
597,8100,Australia,2008,"Bovine cuts bone in, fresh or chilled",37827111.0,6204448.0,6204448.0
598,8103,Australia,2008,"Bovine cuts boneless, fresh or chilled",1794065002.0,281550280.0,281550280.0
599,8105,Australia,2008,"Bovine carcasses and half carcasses, frozen",2947640.0,969013.0,969013.0
600,8107,Australia,2008,"Bovine cuts bone in, frozen",142086297.0,49628454.0,49628454.0
601,8110,Australia,2008,"Bovine cuts boneless, frozen",2204024979.0,691581574.0,691581574.0
602,8151,Australia,2008,"Bovine edible offal, fresh or chilled",61904408.0,7421446.0,7421446.0
603,8152,Australia,2008,"Bovine tongues, frozen",62034405.0,9512206.0,9512206.0
604,8154,Australia,2008,"Bovine livers, frozen",22122949.0,15277742.0,15277742.0
605,8157,Australia,2008,"Bovine edible offal, frozen except livers and tongues",241232930.0,94846986.0,94846986.0
606,8187,Australia,2008,"Bovine meat salted, dried or smoked",1875847.0,103711.0,103711.0
607,8190,Australia,2007,"Bovine carcasses and half carcasses, fresh or chilled",1421696.0,283189.0,283189.0
608,8191,Australia,2007,"Bovine cuts bone in, fresh or chilled",45483566.0,7016955.0,7016955.0
609,8193,Australia,2007,"Bovine cuts boneless, fresh or chilled",1687929581.0,295270569.0,295270569.0
610,8195,Australia,2007,"Bovine carcasses and half carcasses, frozen",3841546.0,1052118.0,1052118.0
611,8197,Australia,2007,"Bovine cuts bone in, frozen",130902070.0,45211964.0,45211964.0
612,8200,Australia,2007,"Bovine cuts boneless, frozen",1898284153.0,679273294.0,679273294.0
613,8241,Australia,2007,"Bovine edible offal, fresh or chilled",61628262.0,5996707.0,5996707.0
614,8242,Australia,2007,"Bovine tongues, frozen",55252827.0,7792258.0,7792258.0
615,8243,Australia,2007,"Bovine livers, frozen",23925358.0,17431461.0,17431461.0
616,8245,Australia,2007,"Bovine edible offal, frozen except livers and tongues",216019759.0,91452710.0,91452710.0
617,8278,Australia,2007,"Bovine meat salted, dried or smoked",1867450.0,98529.0,98529.0
618,8281,Australia,2006,"Bovine carcasses and half carcasses, fresh or chilled",1367624.0,254513.0,254513.0
619,8282,Australia,2006,"Bovine cuts bone in, fresh or chilled",45188154.0,6489099.0,6489099.0
620,8284,Australia,2006,"Bovine cuts boneless, fresh or chilled",1665175048.0,312311059.0,312311059.0
621,8285,Australia,2006,"Bovine carcasses and half carcasses, frozen",2217187.0,670824.0,670824.0
622,8287,Australia,2006,"Bovine cuts bone in, frozen",118334113.0,47949772.0,47949772.0
623,8290,Australia,2006,"Bovine cuts boneless, frozen",1827937909.0,677021666.0,677021666.0
624,8324,Australia,2006,"Bovine edible offal, fresh or chilled",65869641.0,6022974.0,6022974.0
625,8325,Australia,2006,"Bovine tongues, frozen",51046006.0,8301934.0,8301934.0
626,8326,Australia,2006,"Bovine livers, frozen",29544608.0,20636226.0,20636226.0
627,8328,Australia,2006,"Bovine edible offal, frozen except livers and tongues",192539188.0,85296512.0,85296512.0
628,8361,Australia,2006,"Bovine meat salted, dried or smoked",1889338.0,108290.0,108290.0
629,8365,Australia,2005,"Bovine carcasses and half carcasses, fresh or chilled",847000.0,180250.0,180250.0
630,8367,Australia,2005,"Bovine cuts bone in, fresh or chilled",31223301.0,4875124.0,4875124.0
631,8369,Australia,2005,"Bovine cuts boneless, fresh or chilled",1627751353.0,306578897.0,306578897.0
632,8371,Australia,2005,"Bovine carcasses and half carcasses, frozen",1830958.0,498348.0,498348.0
633,8373,Australia,2005,"Bovine cuts bone in, frozen",133791627.0,50728194.0,50728194.0
634,8376,Australia,2005,"Bovine cuts boneless, frozen",1766693339.0,654480463.0,654480463.0
635,8406,Australia,2005,"Bovine edible offal, fresh or chilled",82227918.0,6154889.0,6154889.0
636,8408,Australia,2005,"Bovine tongues, frozen",96496340.0,7220172.0,7220172.0
637,8409,Australia,2005,"Bovine livers, frozen",28719457.0,20422695.0,20422695.0
638,8411,Australia,2005,"Bovine edible offal, frozen except livers and tongues",181391844.0,75385585.0,75385585.0
639,8440,Australia,2005,"Bovine meat salted, dried or smoked",3409163.0,252290.0,252290.0
640,8445,Australia,2004,"Bovine carcasses and half carcasses, fresh or chilled",971868.0,192351.0,192351.0
641,8447,Australia,2004,"Bovine cuts bone in, fresh or chilled",24244383.0,5743066.0,5743066.0
642,8449,Australia,2004,"Bovine cuts boneless, fresh or chilled",1499966388.0,288619011.0,288619011.0
643,8451,Australia,2004,"Bovine carcasses and half carcasses, frozen",2577801.0,1379843.0,1379843.0
644,8453,Australia,2004,"Bovine cuts bone in, frozen",68350622.0,28858323.0,28858323.0
645,8456,Australia,2004,"Bovine cuts boneless, frozen",1803533365.0,677809686.0,677809686.0
646,8488,Australia,2004,"Bovine edible offal, fresh or chilled",48591698.0,6153928.0,6153928.0
647,8489,Australia,2004,"Bovine tongues, frozen",63506208.0,6538126.0,6538126.0
648,8490,Australia,2004,"Bovine livers, frozen",20268440.0,18879716.0,18879716.0
649,8492,Australia,2004,"Bovine edible offal, frozen except livers and tongues",149791950.0,71443813.0,71443813.0
650,8520,Australia,2004,"Bovine meat salted, dried or smoked",3757084.0,267399.0,267399.0
651,8524,Australia,2003,"Bovine carcasses and half carcasses, fresh or chilled",450661.0,101201.0,101201.0
652,8526,Australia,2003,"Bovine cuts bone in, fresh or chilled",18297074.0,5127777.0,5127777.0
653,8528,Australia,2003,"Bovine cuts boneless, fresh or chilled",980446044.0,232112370.0,232112370.0
654,8529,Australia,2003,"Bovine carcasses and half carcasses, frozen",1854805.0,1449808.0,1449808.0
655,8531,Australia,2003,"Bovine cuts bone in, frozen",54541558.0,26799109.0,26799109.0
656,8533,Australia,2003,"Bovine cuts boneless, frozen",1295862267.0,644027180.0,644027180.0
657,8559,Australia,2003,"Bovine edible offal, fresh or chilled",23438301.0,5437530.0,5437530.0
658,8560,Australia,2003,"Bovine tongues, frozen",21715953.0,7825404.0,7825404.0
659,8561,Australia,2003,"Bovine livers, frozen",10104757.0,14530559.0,14530559.0
660,8562,Australia,2003,"Bovine edible offal, frozen except livers and tongues",90599496.0,65269293.0,65269293.0
661,8587,Australia,2003,"Bovine meat salted, dried or smoked",1253607.0,153313.0,153313.0
662,8590,Australia,2002,"Bovine carcasses and half carcasses, fresh or chilled",1462088.0,575120.0,575120.0
663,8591,Australia,2002,"Bovine cuts bone in, fresh or chilled",24977633.0,9905839.0,9905839.0
664,8593,Australia,2002,"Bovine cuts boneless, fresh or chilled",836803004.0,251663120.0,251663120.0
665,8594,Australia,2002,"Bovine carcasses and half carcasses, frozen",2238359.0,1741937.0,1741937.0
666,8596,Australia,2002,"Bovine cuts bone in, frozen",47737762.0,28720003.0,28720003.0
667,8598,Australia,2002,"Bovine cuts boneless, frozen",1335917883.0,697038476.0,697038476.0
668,8627,Australia,2002,"Bovine edible offal, fresh or chilled",12147706.0,3150523.0,3150523.0
669,8628,Australia,2002,"Bovine tongues, frozen",12606320.0,6921787.0,6921787.0
670,8629,Australia,2002,"Bovine livers, frozen",8577475.0,14342087.0,14342087.0
671,8630,Australia,2002,"Bovine edible offal, frozen except livers and tongues",70368436.0,61091416.0,61091416.0
672,8653,Australia,2002,"Bovine meat salted, dried or smoked",1851023.0,318580.0,318580.0
673,8656,Australia,2001,"Bovine carcasses and half carcasses, fresh or chilled",5373118.0,1598816.0,1598816.0
674,8658,Australia,2001,"Bovine cuts bone in, fresh or chilled",15741003.0,6779603.0,6779603.0
675,8660,Australia,2001,"Bovine cuts boneless, fresh or chilled",913778977.0,282066919.0,282066919.0
676,8662,Australia,2001,"Bovine carcasses and half carcasses, frozen",1945922.0,1950663.0,1950663.0
677,8664,Australia,2001,"Bovine cuts bone in, frozen",39428288.0,23235456.0,23235456.0
678,8666,Australia,2001,"Bovine cuts boneless, frozen",1342363588.0,694807485.0,694807485.0
679,8696,Australia,2001,"Bovine edible offal, fresh or chilled",15230654.0,3018345.0,3018345.0
680,8697,Australia,2001,"Bovine tongues, frozen",32946324.0,6385955.0,6385955.0
681,8698,Australia,2001,"Bovine livers, frozen",10106207.0,14042146.0,14042146.0
682,8700,Australia,2001,"Bovine edible offal, frozen except livers and tongues",83288101.0,60377798.0,60377798.0
683,8722,Australia,2001,"Bovine meat salted, dried or smoked",3112826.0,611904.0,611904.0
684,8726,Australia,2000,"Bovine carcasses and half carcasses, fresh or chilled",2437250.0,930239.0,930239.0
685,8728,Australia,2000,"Bovine cuts bone in, fresh or chilled",12829547.0,4890521.0,4890521.0
686,8730,Australia,2000,"Bovine cuts boneless, fresh or chilled",804711188.0,256363970.0,256363970.0
687,8731,Australia,2000,"Bovine carcasses and half carcasses, frozen",3737348.0,3138936.0,3138936.0
688,8733,Australia,2000,"Bovine cuts bone in, frozen",66640824.0,42118094.0,42118094.0
689,8735,Australia,2000,"Bovine cuts boneless, frozen",1176245612.0,657375338.0,657375338.0
690,8768,Australia,2000,"Bovine edible offal, fresh or chilled",21067345.0,5512137.0,5512137.0
691,8769,Australia,2000,"Bovine tongues, frozen",29815056.0,6478018.0,6478018.0
692,8770,Australia,2000,"Bovine livers, frozen",8967185.0,14028040.0,14028040.0
693,8772,Australia,2000,"Bovine edible offal, frozen except livers and tongues",84160812.0,61473249.0,61473249.0
694,8796,Australia,2000,"Bovine meat salted, dried or smoked",3952531.0,936990.0,936990.0
695,8799,Australia,1999,"Bovine carcasses and half carcasses, fresh or chilled",1984898.0,721203.0,721203.0
696,8801,Australia,1999,"Bovine cuts bone in, fresh or chilled",18186289.0,8169493.0,8169493.0
697,8803,Australia,1999,"Bovine cuts boneless, fresh or chilled",811369867.0,241023437.0,241023437.0
698,8804,Australia,1999,"Bovine carcasses and half carcasses, frozen",16440888.0,12041753.0,12041753.0
699,8806,Australia,1999,"Bovine cuts bone in, frozen",61654191.0,42498890.0,42498890.0
700,8808,Australia,1999,"Bovine cuts boneless, frozen",1038908531.0,609394354.0,609394354.0
701,8809,Australia,1999,"Bovine cuts boneless, frozen",132121.0,71687.0,71687.0
702,8838,Australia,1999,"Bovine edible offal, fresh or chilled",8771133.0,2052304.0,2052304.0
703,8839,Australia,1999,"Bovine tongues, frozen",24180435.0,5971024.0,5971024.0
704,8840,Australia,1999,"Bovine tongues, frozen",3339.0,675.0,675.0
705,8841,Australia,1999,"Bovine livers, frozen",6717465.0,12518431.0,12518431.0
706,8842,Australia,1999,"Bovine livers, frozen",38472.0,85886.0,85886.0
707,8844,Australia,1999,"Bovine edible offal, frozen except livers and tongues",71851809.0,57452385.0,57452385.0
708,8845,Australia,1999,"Bovine edible offal, frozen except livers and tongues",658.0,296.0,296.0
709,8871,Australia,1999,"Bovine meat salted, dried or smoked",3304010.0,481955.0,481955.0
710,8874,Australia,1998,"Bovine carcasses and half carcasses, fresh or chilled",3284554.0,1204332.0,1204332.0
711,8876,Australia,1998,"Bovine cuts bone in, fresh or chilled",13902615.0,4687456.0,4687456.0
712,8878,Australia,1998,"Bovine cuts boneless, fresh or chilled",688313751.0,220649215.0,220649215.0
713,8879,Australia,1998,"Bovine carcasses and half carcasses, frozen",16365784.0,12324392.0,12324392.0
714,8881,Australia,1998,"Bovine cuts bone in, frozen",23897814.0,17149277.0,17149277.0
715,8882,Australia,1998,"Bovine cuts bone in, frozen",32060.0,18843.0,18843.0
716,8884,Australia,1998,"Bovine cuts boneless, frozen",1047106981.0,657656715.0,657656715.0
717,8885,Australia,1998,"Bovine cuts boneless, frozen",60020.0,38156.0,38156.0
718,8912,Australia,1998,"Bovine edible offal, fresh or chilled",5356314.0,1619970.0,1619970.0
719,8914,Australia,1998,"Bovine tongues, frozen",14654196.0,6345050.0,6345050.0
720,8916,Australia,1998,"Bovine livers, frozen",9969220.0,14084960.0,14084960.0
721,8918,Australia,1998,"Bovine edible offal, frozen except livers and tongues",68286285.0,56921902.0,56921902.0
722,8950,Australia,1998,"Bovine meat salted, dried or smoked",1941246.0,153822.0,153822.0
723,8954,Australia,1997,"Bovine carcasses and half carcasses, fresh or chilled",4460248.0,1675437.0,1675437.0
724,8956,Australia,1997,"Bovine cuts bone in, fresh or chilled",24104789.0,7385500.0,7385500.0
725,8958,Australia,1997,"Bovine cuts boneless, fresh or chilled",751464545.0,216432315.0,216432315.0
726,8960,Australia,1997,"Bovine carcasses and half carcasses, frozen",47440046.0,30969774.0,30969774.0
727,8962,Australia,1997,"Bovine cuts bone in, frozen",27501082.0,16825173.0,16825173.0
728,8964,Australia,1997,"Bovine cuts boneless, frozen",987252541.0,578905123.0,578905123.0
729,8965,Australia,1997,"Bovine cuts boneless, frozen",73862.0,24698.0,24698.0
730,8994,Australia,1997,"Bovine edible offal, fresh or chilled",4104296.0,1250604.0,1250604.0
731,8995,Australia,1997,"Bovine tongues, frozen",13182277.0,5793971.0,5793971.0
732,8996,Australia,1997,"Bovine livers, frozen",10135389.0,11620661.0,11620661.0
733,8998,Australia,1997,"Bovine edible offal, frozen except livers and tongues",70715605.0,52443934.0,52443934.0
734,9024,Australia,1997,"Bovine meat salted, dried or smoked",2625101.0,215041.0,215041.0
735,9029,Australia,1996,"Bovine carcasses and half carcasses, fresh or chilled",4819759.0,1955106.0,1955106.0
736,9031,Australia,1996,"Bovine cuts bone in, fresh or chilled",22592925.0,6455997.0,6455997.0
737,9033,Australia,1996,"Bovine cuts boneless, fresh or chilled",727941883.0,201789803.0,201789803.0
738,9034,Australia,1996,"Bovine cuts boneless, fresh or chilled",51991.0,13812.0,13812.0
739,9036,Australia,1996,"Bovine carcasses and half carcasses, frozen",42070412.0,27517670.0,27517670.0
740,9038,Australia,1996,"Bovine cuts bone in, frozen",31338466.0,16691385.0,16691385.0
741,9039,Australia,1996,"Bovine cuts bone in, frozen",2334.0,585.0,585.0
742,9041,Australia,1996,"Bovine cuts boneless, frozen",792274332.0,483266125.0,483266125.0
743,9042,Australia,1996,"Bovine cuts boneless, frozen",184136.0,133100.0,133100.0
744,9068,Australia,1996,"Bovine edible offal, fresh or chilled",6868406.0,1550990.0,1550990.0
745,9069,Australia,1996,"Bovine tongues, frozen",20456792.0,4906840.0,4906840.0
746,9070,Australia,1996,"Bovine tongues, frozen",59283.0,16500.0,16500.0
747,9071,Australia,1996,"Bovine livers, frozen",8902987.0,8920098.0,8920098.0
748,9073,Australia,1996,"Bovine edible offal, frozen except livers and tongues",62688620.0,45980216.0,45980216.0
749,9104,Australia,1996,"Bovine meat salted, dried or smoked",3118999.0,328296.0,328296.0
750,9107,Australia,1995,"Bovine carcasses and half carcasses, fresh or chilled",527535.0,207633.0,207633.0
751,9109,Australia,1995,"Bovine cuts bone in, fresh or chilled",20230460.0,4871083.0,4871083.0
752,9111,Australia,1995,"Bovine cuts boneless, fresh or chilled",994970196.0,239413550.0,239413550.0
753,9113,Australia,1995,"Bovine carcasses and half carcasses, frozen",49011026.0,27775276.0,27775276.0
754,9115,Australia,1995,"Bovine cuts bone in, frozen",47761073.0,24756268.0,24756268.0
755,9117,Australia,1995,"Bovine cuts boneless, frozen",906626308.0,499596441.0,499596441.0
756,9118,Australia,1995,"Bovine cuts boneless, frozen",363422.0,152212.0,152212.0
757,9151,Australia,1995,"Bovine edible offal, fresh or chilled",6668849.0,1222277.0,1222277.0
758,9152,Australia,1995,"Bovine tongues, frozen",24420554.0,5171679.0,5171679.0
759,9153,Australia,1995,"Bovine livers, frozen",9221228.0,9693228.0,9693228.0
760,9155,Australia,1995,"Bovine edible offal, frozen except livers and tongues",66046251.0,44674762.0,44674762.0
761,9185,Australia,1995,"Bovine meat salted, dried or smoked",3972099.0,329221.0,329221.0
762,9188,Australia,1994,"Bovine carcasses and half carcasses, fresh or chilled",729199.0,261046.0,261046.0
763,9190,Australia,1994,"Bovine cuts bone in, fresh or chilled",25601571.0,7523633.0,7523633.0
764,9192,Australia,1994,"Bovine cuts boneless, fresh or chilled",1016282255.0,251158968.0,251158968.0
765,9193,Australia,1994,"Bovine cuts boneless, fresh or chilled",627912.0,96944.0,96944.0
766,9195,Australia,1994,"Bovine carcasses and half carcasses, frozen",42741486.0,23230987.0,23230987.0
767,9197,Australia,1994,"Bovine cuts bone in, frozen",53363965.0,27714122.0,27714122.0
768,9198,Australia,1994,"Bovine cuts bone in, frozen",24247.0,16457.0,16457.0
769,9200,Australia,1994,"Bovine cuts boneless, frozen",1045324877.0,513252262.0,513252262.0
770,9201,Australia,1994,"Bovine cuts boneless, frozen",1394931.0,421125.0,421125.0
771,9234,Australia,1994,"Bovine edible offal, fresh or chilled",4328150.0,1025882.0,1025882.0
772,9236,Australia,1994,"Bovine tongues, frozen",16333549.0,6251698.0,6251698.0
773,9238,Australia,1994,"Bovine livers, frozen",8309493.0,8720426.0,8720426.0
774,9240,Australia,1994,"Bovine edible offal, frozen except livers and tongues",71431533.0,46345351.0,46345351.0
775,9274,Australia,1994,"Bovine meat salted, dried or smoked",3155635.0,165858.0,165858.0
776,9277,Australia,1993,"Bovine carcasses and half carcasses, fresh or chilled",1622974.0,1278198.0,1278198.0
777,9279,Australia,1993,"Bovine cuts bone in, fresh or chilled",21097930.0,7455464.0,7455464.0
778,9281,Australia,1993,"Bovine cuts boneless, fresh or chilled",847058950.0,222942646.0,222942646.0
779,9282,Australia,1993,"Bovine cuts boneless, fresh or chilled",57477.0,3875.0,3875.0
780,9284,Australia,1993,"Bovine carcasses and half carcasses, frozen",34022481.0,19555208.0,19555208.0
781,9286,Australia,1993,"Bovine cuts bone in, frozen",63676493.0,36338297.0,36338297.0
782,9288,Australia,1993,"Bovine cuts boneless, frozen",1179359588.0,557209375.0,557209375.0
783,9289,Australia,1993,"Bovine cuts boneless, frozen",551453.0,276818.0,276818.0
784,9324,Australia,1993,"Bovine edible offal, fresh or chilled",4491346.0,1551143.0,1551143.0
785,9326,Australia,1993,"Bovine tongues, frozen",17991402.0,6266503.0,6266503.0
786,9327,Australia,1993,"Bovine livers, frozen",6270697.0,9178259.0,9178259.0
787,9329,Australia,1993,"Bovine edible offal, frozen except livers and tongues",73257739.0,46412263.0,46412263.0
788,9330,Australia,1993,"Bovine edible offal, frozen except livers and tongues",101887.0,61354.0,61354.0
789,9363,Australia,1993,"Bovine meat salted, dried or smoked",3033570.0,344339.0,344339.0
790,9366,Australia,1992,"Bovine carcasses and half carcasses, fresh or chilled",3496524.0,2291719.0,2291719.0
791,9368,Australia,1992,"Bovine cuts bone in, fresh or chilled",28152278.0,12374826.0,12374826.0
792,9369,Australia,1992,"Bovine cuts bone in, fresh or chilled",35912.0,13625.0,13625.0
793,9371,Australia,1992,"Bovine cuts boneless, fresh or chilled",649084364.0,164260911.0,164260911.0
794,9372,Australia,1992,"Bovine cuts boneless, fresh or chilled",43477.0,13148.0,13148.0
795,9373,Australia,1992,"Bovine carcasses and half carcasses, frozen",48700954.0,27271697.0,27271697.0
796,9374,Australia,1992,"Bovine cuts bone in, frozen",118889817.0,64825641.0,64825641.0
797,9375,Australia,1992,"Bovine cuts bone in, frozen",1767.0,1000.0,1000.0
798,9377,Australia,1992,"Bovine cuts boneless, frozen",1318860009.0,604286162.0,604286162.0
799,9378,Australia,1992,"Bovine cuts boneless, frozen",723115.0,263639.0,263639.0
800,9405,Australia,1992,"Bovine edible offal, fresh or chilled",3863469.0,1391461.0,1391461.0
801,9406,Australia,1992,"Bovine tongues, frozen",27858143.0,7740579.0,7740579.0
802,9407,Australia,1992,"Bovine livers, frozen",5849349.0,8857107.0,8857107.0
803,9409,Australia,1992,"Bovine edible offal, frozen except livers and tongues",74181077.0,43160585.0,43160585.0
804,9410,Australia,1992,"Bovine edible offal, frozen except livers and tongues",2387.0,5187.0,5187.0
805,9441,Australia,1992,"Bovine meat salted, dried or smoked",3836406.0,410626.0,410626.0
806,9442,Australia,1992,"Bovine meat salted, dried or smoked",1311.0,221.0,221.0
807,9446,Australia,1991,"Bovine carcasses and half carcasses, fresh or chilled",23254542.0,10273048.0,10273048.0
808,9448,Australia,1991,"Bovine cuts bone in, fresh or chilled",24187114.0,10335422.0,10335422.0
809,9450,Australia,1991,"Bovine cuts boneless, fresh or chilled",603071588.0,149071688.0,149071688.0
810,9451,Australia,1991,"Bovine cuts boneless, fresh or chilled",716220.0,191893.0,191893.0
811,9452,Australia,1991,"Bovine carcasses and half carcasses, frozen",41283170.0,20312802.0,20312802.0
812,9454,Australia,1991,"Bovine cuts bone in, frozen",109766088.0,56232945.0,56232945.0
813,9455,Australia,1991,"Bovine cuts bone in, frozen",315252.0,176074.0,176074.0
814,9457,Australia,1991,"Bovine cuts boneless, frozen",1244863292.0,532217287.0,532217287.0
815,9458,Australia,1991,"Bovine cuts boneless, frozen",1478833.0,636614.0,636614.0
816,9486,Australia,1991,"Bovine edible offal, fresh or chilled",4152883.0,1945906.0,1945906.0
817,9487,Australia,1991,"Bovine tongues, frozen",23286488.0,7017559.0,7017559.0
818,9488,Australia,1991,"Bovine tongues, frozen",29669.0,10687.0,10687.0
819,9489,Australia,1991,"Bovine livers, frozen",5777543.0,8404519.0,8404519.0
820,9490,Australia,1991,"Bovine livers, frozen",13676.0,12499.0,12499.0
821,9492,Australia,1991,"Bovine edible offal, frozen except livers and tongues",51801923.0,32453073.0,32453073.0
822,9493,Australia,1991,"Bovine edible offal, frozen except livers and tongues",80007.0,58923.0,58923.0
823,9527,Australia,1991,"Bovine meat salted, dried or smoked",2027735.0,211834.0,211834.0
824,9530,Australia,1990,"Bovine carcasses and half carcasses, fresh or chilled",11265224.0,3868785.0,3868785.0
